recall,precision,baseline
1.0,0.5758964879852125,0.5758964879852125
1.0,0.5759390712806862,0.5758964879852125
1.0,0.5759816608740664,0.5758964879852125
0.9998716138143535,0.5759503032095844,0.5758964879852125
0.9998716138143535,0.5759928999334368,0.5758964879852125
0.9997432276287072,0.5759615384615384,0.5758964879852125
0.9997432276287072,0.5760041423182188,0.5758964879852125
0.9996148414430607,0.5759727770380234,0.5758964879852125
0.9996148414430607,0.5760153880298883,0.5758964879852125
0.9996148414430607,0.5760580053270198,0.5758964879852125
0.9996148414430607,0.5761432588426817,0.5758964879852125
0.9996148414430607,0.5761858950640124,0.5758964879852125
0.9996148414430607,0.5762285375962107,0.5758964879852125
0.9996148414430607,0.576271186440678,0.5758964879852125
0.9996148414430607,0.5763138415988157,0.5758964879852125
0.9994864552574143,0.5762824783477681,0.5758964879852125
0.9994864552574143,0.5763251406573883,0.5758964879852125
0.9994864552574143,0.5763678092840749,0.5758964879852125
0.9993580690717678,0.5763364430623427,0.5758964879852125
0.9992296828861215,0.5763904317559061,0.5758964879852125
0.999101296700475,0.5764444444444444,0.5758964879852125
0.9989729105148286,0.576498481143958,0.5758964879852125
0.9989729105148286,0.5765839199703594,0.5758964879852125
0.9989729105148286,0.5766266488809841,0.5758964879852125
0.9988445243291821,0.5766807501297161,0.5758964879852125
0.9987161381435358,0.5766921195047817,0.5758964879852125
0.9984593657722429,0.5766721044045677,0.5758964879852125
0.9984593657722429,0.5767148683722655,0.5758964879852125
0.9984593657722429,0.5768004153378328,0.5758964879852125
0.9983309795865964,0.5768118092129664,0.5758964879852125
0.9979458210296572,0.5767176138893011,0.5758964879852125
0.9978174348440108,0.5766862061289605,0.5758964879852125
0.9976890486583644,0.5766547937073315,0.5758964879852125
0.9976890486583644,0.5766975881261596,0.5758964879852125
0.9976890486583644,0.5767831960216729,0.5758964879852125
0.9976890486583644,0.5768260095011877,0.5758964879852125
0.9974322762870715,0.5768059989605762,0.5758964879852125
0.9973038901014251,0.5767745767745768,0.5758964879852125
0.9971755039157787,0.5769145064250167,0.5758964879852125
0.9969187315444858,0.5769373653317482,0.5758964879852125
0.9967903453588394,0.5769487998811028,0.5758964879852125
0.996661959173193,0.5769173602853745,0.5758964879852125
0.9965335729875465,0.5769287944105842,0.5758964879852125
0.9964051868019002,0.5769402319357716,0.5758964879852125
0.9962768006162537,0.5769087800163557,0.5758964879852125
0.9962768006162537,0.576994572087144,0.5758964879852125
0.9961484144306073,0.5770060236483974,0.5758964879852125
0.9958916420593145,0.5769431015247304,0.5758964879852125
0.9958916420593145,0.5771147980061008,0.5758964879852125
0.9956348696880216,0.5770948057746689,0.5758964879852125
0.9956348696880216,0.5771807085442096,0.5758964879852125
0.9956348696880216,0.5772236695199107,0.5758964879852125
0.9955064835023751,0.5771921988983177,0.5758964879852125
0.9955064835023751,0.5772351671257351,0.5758964879852125
0.9953780973167288,0.5772036926742108,0.5758964879852125
0.9953780973167288,0.5772896500372301,0.5758964879852125
0.9952497111310823,0.5773011617515639,0.5758964879852125
0.9952497111310823,0.5773871592432593,0.5758964879852125
0.9952497111310823,0.5774301675977653,0.5758964879852125
0.9952497111310823,0.5774731823599524,0.5758964879852125
0.9951213249454359,0.5774847265683206,0.5758964879852125
0.9951213249454359,0.5775707898658718,0.5758964879852125
0.9951213249454359,0.5776138311349579,0.5758964879852125
0.9949929387597894,0.5775823520643911,0.5758964879852125
0.994864552574143,0.5775508683014087,0.5758964879852125
0.994864552574143,0.5775939177101967,0.5758964879852125
0.9946077802028501,0.577617059349836,0.5758964879852125
0.9944793940172038,0.5776717130285629,0.5758964879852125
0.9943510078315573,0.577640214797136,0.5758964879852125
0.9943510078315573,0.5776832997687775,0.5758964879852125
0.9943510078315573,0.577769488996643,0.5758964879852125
0.9942226216459109,0.5777810937849736,0.5758964879852125
0.9942226216459109,0.5778242053424862,0.5758964879852125
0.9940942354602644,0.5777927020371614,0.5758964879852125
0.9940942354602644,0.5778358208955224,0.5758964879852125
0.9940942354602644,0.5778789461900142,0.5758964879852125
0.9939658492746181,0.5778474399164054,0.5758964879852125
0.9935806907176787,0.5778391697155231,0.5758964879852125
0.9934523045320324,0.5778076463560334,0.5758964879852125
0.9934523045320324,0.577850795310283,0.5758964879852125
0.9934523045320324,0.5779371125550825,0.5758964879852125
0.9933239183463859,0.577991931869117,0.5758964879852125
0.9933239183463859,0.5780783024506874,0.5758964879852125
0.9931955321607395,0.5780899716036467,0.5758964879852125
0.993067145975093,0.5780584410731634,0.5758964879852125
0.993067145975093,0.578101644245142,0.5758964879852125
0.993067145975093,0.5781448538754765,0.5758964879852125
0.993067145975093,0.5781880699656152,0.5758964879852125
0.993067145975093,0.5782312925170068,0.5758964879852125
0.9929387597894467,0.5782429906542056,0.5758964879852125
0.9929387597894467,0.5782862270076268,0.5758964879852125
0.9928103736038002,0.5783411861491287,0.5758964879852125
0.9928103736038002,0.5783844427823486,0.5758964879852125
0.9928103736038002,0.5784709754637941,0.5758964879852125
0.9928103736038002,0.5785142515149249,0.5758964879852125
0.9928103736038002,0.578557534041598,0.5758964879852125
0.9928103736038002,0.5786008230452675,0.5758964879852125
0.9926819874181538,0.5785692906315475,0.5758964879852125
0.9925536012325074,0.5787109813608803,0.5758964879852125
0.992425215046861,0.5786794430303938,0.5758964879852125
0.9922968288612145,0.5786478999775398,0.5758964879852125
0.9921684426755681,0.5786163522012578,0.5758964879852125
0.9916548979329824,0.5785334431877762,0.5758964879852125
0.9916548979329824,0.5785767790262172,0.5758964879852125
0.9916548979329824,0.578620121357405,0.5758964879852125
